code,name,market,category,close,lot_size,long_margin,short_margin,margin_currency,date,momentum_10d,momentum_20d,volatility_20d,volatility_60d,adx_14,volume_ratio,ma20_deviation,sharpe_20d,long_score,short_score
US.MESmain,微型标普500,US,,7386.5,5,0,0,USD,2026-05-08,0.026651377740713716,0.07749535027898326,0.1016602564988982,0.14383717475181973,28.743775709556914,0.860959035884526,0.028135760131814035,9.318886045386035,0.523315,0.348556
US.MNQmain,微型纳斯达克100,US,,28822.5,2,0,0,USD,2026-05-08,0.05057408419901586,0.1400741656365884,0.1396494913113375,0.1842194141670942,37.97561965659828,0.884749108569024,0.05663282490497041,11.936286803946272,0.59515,0.339472
US.MGCmain,微黄金,US,,4734.39990234375,10,0,0,USD,2026-05-08,0.0025623315241948574,-0.005775005893438632,0.21103604327065312,0.3049931696646672,14.551862654144301,2.840707458073379,0.008140661832753315,-0.24024598723863233,0.524203,0.505012
US.SImain,白银,US,,81.06500244140625,5000,0,0,USD,2026-05-08,0.06129634877207835,0.06211683217980438,0.46403241900585146,0.6023704451250403,15.99700242861019,0.8245426149040607,0.056998967080114114,1.8696491686674166,0.446017,0.172767
HK.MHImain,小恒指,HK,,26280.0,10,0,0,USD,2026-05-08,0.013967127093139903,0.021733214105205862,0.15256986886938526,0.22600953317355393,13.895060117671456,1.112680377727886,0.009096459330878486,1.8527695251384222,0.495604,0.394911
HK.MCHmain,小国指,HK,,8875.0,10,0,0,USD,2026-05-08,0.015794895272976995,0.03257707969749855,0.159464582526781,0.22177613828331708,13.06650414539786,1.1275019544095202,0.011661176148734057,2.614728928112352,0.498715,0.386049
HK.HTImain,恒生科技指数,HK,,5102.0,50,0,0,USD,2026-05-08,0.04828436408465173,0.0589456205894562,0.2401523432222938,0.3143099437935794,16.2503099925638,0.9258841757619851,0.02926194534945888,3.1288736805952877,0.563633,0.31289
